Date,Temperature,Snowfall,Activity,Visitors,Rating
2024-11-14 06:00:00,-4.1,3.9,Snowboarding,82,1
2024-11-14 07:00:00,7.4,1.2,Snowboarding,83,1
2024-11-14 08:00:00,-3.8,4.1,Snowboarding,132,3
2024-11-14 09:00:00,-19.6,3.1,Snowboarding,79,2
2024-11-14 10:00:00,11.3,4.3,Ice Skating,154,3
2024-11-14 11:00:00,-1.3,4.0,Ice Skating,88,4
2024-11-14 12:00:00,-10.9,16.1,Skiing,196,5
2024-11-14 13:00:00,-17.5,4.0,Skiing,191,4
2024-11-14 14:00:00,-1.0,9.4,Snowboarding,150,1
2024-11-14 15:00:00,-6.2,1.9,Skiing,51,3
2024-11-14 16:00:00,10.7,2.9,Ice Skating,53,2
2024-11-14 17:00:00,-8.5,3.2,Ice Skating,89,2
2024-11-14 18:00:00,,1.6,Skiing,76,4
2024-11-14 19:00:00,4.0,2.4,Snowboarding,29,4
2024-11-14 20:00:00,4.3,4.6,Ice Skating,56,1
2024-11-14 21:00:00,-3.3,4.3,Skiing,33,5
2024-11-14 22:00:00,1.8,5.1,Snowboarding,188,1
2024-11-14 23:00:00,-5.4,2.2,Skiing,155,2
2024-11-15 00:00:00,-2.7,1.9,Snowboarding,32,3
2024-11-15 01:00:00,,4.7,Snowboarding,138,4
2024-11-15 02:00:00,1.3,0.7,Ice Skating,132,2
2024-11-15 03:00:00,-6.7,1.5,Ice Skating,124,1
2024-11-15 04:00:00,8.5,0.2,Skiing,75,5
2024-11-15 05:00:00,-28.6,0.4,Skiing,142,3
2024-11-15 06:00:00,15.5,1.4,Snowboarding,27,5
2024-11-15 07:00:00,,0.1,Ice Skating,126,1
2024-11-15 08:00:00,-11.3,1.4,Snowboarding,44,1
2024-11-15 09:00:00,-5.4,5.3,Snowboarding,162,2
2024-11-15 10:00:00,-6.5,0.3,Snowboarding,115,3
2024-11-15 11:00:00,5.1,2.9,Snowboarding,161,1
2024-11-15 12:00:00,-15.6,12.2,Snowboarding,150,2
2024-11-15 13:00:00,-2.4,7.8,Snowboarding,158,1
2024-11-15 14:00:00,-10.8,1.8,Skiing,48,2
2024-11-15 15:00:00,-2.0,12.9,Ice Skating,171,5
2024-11-15 16:00:00,-5.6,2.0,Ice Skating,156,2
2024-11-15 17:00:00,,0.4,Snowboarding,165,5
2024-11-15 18:00:00,-10.5,25.6,Snowboarding,100,4
2024-11-15 19:00:00,-10.1,10.2,Snowboarding,123,1
2024-11-15 20:00:00,-2.1,3.1,Ice Skating,148,4
2024-11-15 21:00:00,4.4,5.5,Ice Skating,186,3
2024-11-15 22:00:00,-11.0,5.6,Snowboarding,44,4
2024-11-15 23:00:00,-13.7,1.1,Ice Skating,93,2
2024-11-16 00:00:00,1.1,1.1,Snowboarding,85,2
2024-11-16 01:00:00,-5.3,3.2,Snowboarding,66,3
2024-11-16 02:00:00,3.3,12.1,Snowboarding,37,3
2024-11-16 03:00:00,-14.1,0.1,Skiing,75,1
2024-11-16 04:00:00,-22.8,7.6,Ice Skating,74,2
2024-11-16 05:00:00,-10.3,0.3,Ice Skating,159,3
2024-11-16 06:00:00,-12.7,3.3,Ice Skating,60,4
2024-11-16 07:00:00,-5.8,5.1,Snowboarding,100,2
2024-11-16 08:00:00,-11.4,5.8,Skiing,146,3
2024-11-16 09:00:00,2.4,0.3,Snowboarding,173,1
2024-11-16 10:00:00,-7.9,2.7,Snowboarding,191,5
2024-11-16 11:00:00,-3.5,4.4,Snowboarding,175,2
2024-11-16 12:00:00,-3.4,0.3,Skiing,75,2
2024-11-16 13:00:00,-3.1,0.7,Snowboarding,180,2
2024-11-16 14:00:00,-5.2,5.4,Snowboarding,142,2
2024-11-16 15:00:00,0.1,3.7,Skiing,90,5
2024-11-16 16:00:00,-13.0,0.9,Snowboarding,174,5
2024-11-16 17:00:00,9.0,3.8,Snowboarding,195,1
2024-11-16 18:00:00,-7.4,12.2,Ice Skating,72,2
2024-11-16 19:00:00,-18.1,0.1,Skiing,108,3
2024-11-16 20:00:00,-3.1,5.1,Ice Skating,60,4
2024-11-16 21:00:00,-13.5,0.4,Snowboarding,81,2
2024-11-16 22:00:00,1.7,0.0,Skiing,52,5
2024-11-16 23:00:00,,0.8,Skiing,76,1
2024-11-17 00:00:00,,2.7,Snowboarding,74,2
2024-11-17 01:00:00,-1.7,8.1,Ice Skating,71,1
2024-11-17 02:00:00,-22.6,1.7,Snowboarding,167,3
2024-11-17 03:00:00,-0.5,4.9,Skiing,99,3
2024-11-17 04:00:00,-13.9,2.6,Skiing,175,3
2024-11-17 05:00:00,-11.2,1.3,Snowboarding,113,3
2024-11-17 06:00:00,-16.0,3.6,Snowboarding,60,4
2024-11-17 07:00:00,,8.0,Snowboarding,116,1
2024-11-17 08:00:00,5.1,8.9,Snowboarding,47,2
2024-11-17 09:00:00,-4.8,9.4,Ice Skating,76,4
2024-11-17 10:00:00,-13.6,2.1,Ice Skating,86,2
2024-11-17 11:00:00,10.9,7.9,Ice Skating,109,5
2024-11-17 12:00:00,-12.5,1.2,Ice Skating,114,4
2024-11-17 13:00:00,-26.6,6.7,Skiing,57,4
2024-11-17 14:00:00,-0.4,14.8,Skiing,149,5
2024-11-17 15:00:00,-16.0,0.1,Ice Skating,29,4
2024-11-17 16:00:00,4.9,2.9,Snowboarding,112,1
2024-11-17 17:00:00,-8.8,5.2,Skiing,81,3
2024-11-17 18:00:00,1.0,6.0,Snowboarding,126,2
2024-11-17 19:00:00,9.0,1.0,Ice Skating,120,5
2024-11-17 20:00:00,-17.1,17.9,Skiing,139,3
2024-11-17 21:00:00,-10.7,4.8,Skiing,129,4
2024-11-17 22:00:00,-5.8,0.9,Skiing,192,1
2024-11-17 23:00:00,10.4,0.1,Skiing,143,4
2024-11-18 00:00:00,-11.6,7.6,Ice Skating,92,5
2024-11-18 01:00:00,-10.9,0.4,Skiing,137,4
2024-11-18 02:00:00,-0.2,0.8,Ice Skating,117,1
2024-11-18 03:00:00,-10.8,4.3,Skiing,199,4
2024-11-18 04:00:00,-3.5,4.6,Ice Skating,186,4
2024-11-18 05:00:00,-20.5,5.8,Ice Skating,93,4
2024-11-18 06:00:00,17.1,2.5,Snowboarding,191,4
2024-11-18 07:00:00,-18.5,7.4,Ice Skating,147,1
2024-11-18 08:00:00,-8.2,18.3,Snowboarding,161,2
2024-11-18 09:00:00,-5.3,1.6,Skiing,166,3
2024-11-18 10:00:00,14.1,6.1,Snowboarding,128,5
2024-11-18 11:00:00,-18.2,13.2,Ice Skating,103,2
2024-11-18 12:00:00,14.8,5.8,Snowboarding,118,1
2024-11-18 13:00:00,2.6,5.7,Skiing,143,5
2024-11-18 14:00:00,-0.8,1.3,Snowboarding,195,5
2024-11-18 15:00:00,-14.8,3.8,Ice Skating,87,4
2024-11-18 16:00:00,0.7,4.1,Ice Skating,194,3
2024-11-18 17:00:00,-12.2,6.0,Skiing,140,3
2024-11-18 18:00:00,7.7,28.8,Skiing,33,1
2024-11-18 19:00:00,-14.7,0.2,Snowboarding,156,2
2024-11-18 20:00:00,-6.1,0.3,Skiing,18,4
2024-11-18 21:00:00,-10.6,0.4,Ice Skating,167,3
2024-11-18 22:00:00,-14.9,6.8,Snowboarding,105,4
2024-11-18 23:00:00,2.4,0.7,Snowboarding,86,2
2024-11-19 00:00:00,0.4,4.9,Snowboarding,91,5
2024-11-19 01:00:00,7.1,2.0,Snowboarding,181,2
2024-11-19 02:00:00,-22.8,3.1,Skiing,190,5
2024-11-19 03:00:00,5.6,1.2,Snowboarding,95,2
2024-11-19 04:00:00,20.1,10.1,Snowboarding,69,4
2024-11-19 05:00:00,-9.5,4.4,Snowboarding,160,2
2024-11-19 06:00:00,14.0,14.5,Ice Skating,70,3
2024-11-19 07:00:00,-7.6,4.3,Ice Skating,144,3
2024-11-19 08:00:00,-18.7,0.7,Skiing,181,1
2024-11-19 09:00:00,-8.1,0.9,Ice Skating,192,3
2024-11-19 10:00:00,5.5,22.6,Ice Skating,84,3
2024-11-19 11:00:00,-13.4,6.5,Skiing,48,5
2024-11-19 12:00:00,-11.0,0.3,Skiing,131,4
2024-11-19 13:00:00,0.9,6.1,Snowboarding,196,4
2024-11-19 14:00:00,-5.0,2.7,Snowboarding,115,5
2024-11-19 15:00:00,0.8,1.8,Skiing,107,3
2024-11-19 16:00:00,-2.6,0.8,Snowboarding,142,2
2024-11-19 17:00:00,-0.2,9.2,Snowboarding,179,5
2024-11-19 18:00:00,-9.3,0.3,Snowboarding,101,4
2024-11-19 19:00:00,-2.7,1.7,Skiing,23,1
2024-11-19 20:00:00,-14.3,1.8,Ice Skating,164,4
2024-11-19 21:00:00,7.9,0.9,Ice Skating,25,2
2024-11-19 22:00:00,-11.3,3.5,Skiing,139,4
2024-11-19 23:00:00,6.3,0.1,Skiing,156,5
2024-11-20 00:00:00,-7.3,1.8,Snowboarding,160,1
2024-11-20 01:00:00,-3.0,13.6,Skiing,178,4
2024-11-20 02:00:00,-9.9,1.9,Skiing,23,5
2024-11-20 03:00:00,-15.2,2.2,Skiing,184,5
2024-11-20 04:00:00,-22.4,3.2,Skiing,72,5
2024-11-20 05:00:00,-15.6,4.1,Snowboarding,17,1
2024-11-20 06:00:00,-8.2,8.3,Snowboarding,36,5
2024-11-20 07:00:00,-2.9,1.1,Skiing,120,1
2024-11-20 08:00:00,5.1,10.3,Skiing,49,2
2024-11-20 09:00:00,-9.5,7.1,Ice Skating,165,2
2024-11-20 10:00:00,-13.8,6.4,Ice Skating,77,2
2024-11-20 11:00:00,,0.5,Skiing,132,5
2024-11-20 12:00:00,,0.1,Ice Skating,70,1
2024-11-20 13:00:00,8.8,4.5,Ice Skating,175,2
2024-11-20 14:00:00,7.7,9.9,Snowboarding,137,3
2024-11-20 15:00:00,2.1,4.4,Snowboarding,117,2
2024-11-20 16:00:00,1.4,1.2,Snowboarding,161,5
2024-11-20 17:00:00,12.0,0.5,Ice Skating,165,3
2024-11-20 18:00:00,-1.7,6.0,Skiing,178,4
2024-11-20 19:00:00,1.5,6.4,Snowboarding,155,3
2024-11-20 20:00:00,-8.2,0.9,Ice Skating,58,4
2024-11-20 21:00:00,-18.6,0.1,Skiing,163,3
2024-11-20 22:00:00,-11.8,2.6,Snowboarding,12,1
2024-11-20 23:00:00,-5.1,4.4,Ice Skating,86,3
2024-11-21 00:00:00,-4.4,6.1,Snowboarding,175,2
2024-11-21 01:00:00,14.3,8.3,Ice Skating,151,4
2024-11-21 02:00:00,-4.2,4.7,Snowboarding,138,4
2024-11-21 03:00:00,6.8,0.6,Ice Skating,101,2
2024-11-21 04:00:00,-9.4,5.7,Skiing,132,1
2024-11-21 05:00:00,-8.1,20.7,Snowboarding,127,3
2024-11-21 06:00:00,-18.3,11.8,Snowboarding,20,1
2024-11-21 07:00:00,-12.4,10.3,Ice Skating,177,2
2024-11-21 08:00:00,0.3,1.8,Skiing,13,3
2024-11-21 09:00:00,-4.9,6.9,Skiing,171,2
2024-11-21 10:00:00,4.4,9.5,Snowboarding,193,4
2024-11-21 11:00:00,-3.2,5.7,Ice Skating,19,4
2024-11-21 12:00:00,-8.5,1.4,Snowboarding,90,4
2024-11-21 13:00:00,16.5,15.4,Ice Skating,80,5
2024-11-21 14:00:00,,3.0,Skiing,112,5
2024-11-21 15:00:00,6.6,0.7,Snowboarding,150,4
2024-11-21 16:00:00,-9.0,0.6,Ice Skating,31,5
2024-11-21 17:00:00,2.1,5.2,Skiing,65,5
2024-11-21 18:00:00,4.3,2.9,Ice Skating,131,2
2024-11-21 19:00:00,-2.9,0.5,Snowboarding,101,3
2024-11-21 20:00:00,-28.5,6.7,Ice Skating,106,4
2024-11-21 21:00:00,-4.8,8.0,Snowboarding,150,5
2024-11-21 22:00:00,7.3,6.5,Skiing,10,2
2024-11-21 23:00:00,0.3,1.1,Ice Skating,47,2
2024-11-22 00:00:00,-0.5,5.9,Skiing,195,3
2024-11-22 01:00:00,-22.2,0.1,Skiing,162,2
2024-11-22 02:00:00,,1.8,Snowboarding,51,1
2024-11-22 03:00:00,,2.5,Snowboarding,94,1
2024-11-22 04:00:00,-0.9,9.0,Skiing,170,4
2024-11-22 05:00:00,7.1,2.5,Snowboarding,194,3
2024-11-22 06:00:00,-6.4,0.1,Skiing,46,1
2024-11-22 07:00:00,-0.9,2.2,Snowboarding,194,3
2024-11-22 08:00:00,-4.8,3.5,Snowboarding,107,4
2024-11-22 09:00:00,-14.9,14.9,Ice Skating,71,2
2024-11-22 10:00:00,-27.6,14.2,Ice Skating,140,2
2024-11-22 11:00:00,-0.7,1.0,Snowboarding,39,2
2024-11-22 12:00:00,-3.3,1.0,Skiing,91,1
2024-11-22 13:00:00,-11.2,0.9,Skiing,32,3
2024-11-22 14:00:00,-21.2,7.8,Skiing,75,1
2024-11-22 15:00:00,1.3,0.0,Snowboarding,198,5
2024-11-22 16:00:00,-7.7,0.7,Snowboarding,11,3
2024-11-22 17:00:00,0.6,3.9,Skiing,164,4
2024-11-22 18:00:00,13.6,1.4,Ice Skating,185,1
2024-11-22 19:00:00,-26.4,0.5,Ice Skating,72,2
2024-11-22 20:00:00,-12.0,2.2,Skiing,14,2
2024-11-22 21:00:00,-7.1,1.6,Snowboarding,138,2
2024-11-22 22:00:00,9.5,3.6,Snowboarding,159,1
2024-11-22 23:00:00,-21.4,19.4,Skiing,83,1
2024-11-23 00:00:00,14.4,0.7,Ice Skating,118,2
2024-11-23 01:00:00,-3.6,2.3,Skiing,33,2
2024-11-23 02:00:00,-6.0,13.4,Skiing,68,2
2024-11-23 03:00:00,,10.5,Skiing,187,5
2024-11-23 04:00:00,-9.4,2.5,Ice Skating,32,1
2024-11-23 05:00:00,5.5,6.0,Skiing,155,2
2024-11-23 06:00:00,-15.7,0.5,Ice Skating,98,4
2024-11-23 07:00:00,-1.5,6.2,Snowboarding,31,2
2024-11-23 08:00:00,-8.8,18.0,Ice Skating,53,1
2024-11-23 09:00:00,-12.6,3.9,Ice Skating,53,4
2024-11-23 10:00:00,20.9,3.5,Skiing,46,1
2024-11-23 11:00:00,-0.8,1.0,Snowboarding,16,1
2024-11-23 12:00:00,1.1,5.0,Skiing,33,1
2024-11-23 13:00:00,6.4,4.5,Ice Skating,178,3
2024-11-23 14:00:00,-19.2,5.3,Ice Skating,79,4
2024-11-23 15:00:00,12.5,0.1,Skiing,80,5
2024-11-23 16:00:00,-30.1,4.0,Snowboarding,155,5
2024-11-23 17:00:00,-12.7,4.5,Ice Skating,81,3
2024-11-23 18:00:00,-9.6,1.2,Ice Skating,69,1
2024-11-23 19:00:00,0.8,1.2,Ice Skating,189,5
2024-11-23 20:00:00,-2.8,1.6,Snowboarding,186,4
2024-11-23 21:00:00,-6.7,6.2,Skiing,54,2
2024-11-23 22:00:00,-5.1,4.7,Snowboarding,146,4
2024-11-23 23:00:00,-14.8,9.3,Snowboarding,125,1
2024-11-24 00:00:00,-20.0,1.8,Ice Skating,163,4
2024-11-24 01:00:00,2.3,12.2,Snowboarding,163,1
2024-11-24 02:00:00,1.9,6.8,Ice Skating,39,4
2024-11-24 03:00:00,10.8,2.5,Snowboarding,36,3
2024-11-24 04:00:00,-12.9,0.5,Snowboarding,141,4
2024-11-24 05:00:00,1.9,1.5,Skiing,188,5
2024-11-24 06:00:00,-7.8,15.7,Snowboarding,92,2
2024-11-24 07:00:00,6.9,1.9,Skiing,107,3
2024-11-24 08:00:00,5.2,2.0,Ice Skating,79,4
2024-11-24 09:00:00,-2.9,1.1,Ice Skating,88,1
2024-11-24 10:00:00,-8.4,8.2,Skiing,147,3
2024-11-24 11:00:00,4.6,1.6,Ice Skating,127,5
2024-11-24 12:00:00,1.5,2.0,Ice Skating,115,2
2024-11-24 13:00:00,-11.8,2.7,Snowboarding,45,2
2024-11-24 14:00:00,-18.3,2.8,Skiing,55,4
2024-11-24 15:00:00,-7.9,2.6,Ice Skating,113,5
2024-11-24 16:00:00,10.2,3.5,Skiing,143,5
2024-11-24 17:00:00,6.5,8.4,Snowboarding,117,2
2024-11-24 18:00:00,-16.1,8.6,Ice Skating,113,2
2024-11-24 19:00:00,-16.7,8.0,Ice Skating,79,5
2024-11-24 20:00:00,7.7,0.5,Skiing,98,2
2024-11-24 21:00:00,-16.4,8.0,Ice Skating,12,1
2024-11-24 22:00:00,0.1,0.6,Skiing,187,2
2024-11-24 23:00:00,-11.2,0.7,Ice Skating,51,1
2024-11-25 00:00:00,11.2,14.8,Snowboarding,119,2
2024-11-25 01:00:00,-12.7,8.6,Snowboarding,191,3
2024-11-25 02:00:00,6.4,4.0,Skiing,176,3
2024-11-25 03:00:00,-3.2,10.4,Ice Skating,127,3
2024-11-25 04:00:00,-2.5,22.7,Ice Skating,64,1
2024-11-25 05:00:00,-24.7,4.7,Skiing,148,1
2024-11-25 06:00:00,-27.0,4.7,Snowboarding,123,4
2024-11-25 07:00:00,-7.2,7.0,Snowboarding,39,4
2024-11-25 08:00:00,-2.5,1.3,Snowboarding,117,2
2024-11-25 09:00:00,-16.3,0.9,Skiing,90,1
2024-11-25 10:00:00,-15.9,7.1,Snowboarding,193,3
2024-11-25 11:00:00,0.6,2.1,Skiing,166,3
2024-11-25 12:00:00,0.6,0.7,Snowboarding,26,3
2024-11-25 13:00:00,-6.4,1.9,Snowboarding,42,2
2024-11-25 14:00:00,2.8,2.2,Skiing,111,1
2024-11-25 15:00:00,-16.7,16.8,Ice Skating,30,2
2024-11-25 16:00:00,-8.6,6.0,Ice Skating,120,5
2024-11-25 17:00:00,11.5,3.8,Ice Skating,19,5
2024-11-25 18:00:00,-4.3,17.3,Snowboarding,112,4
2024-11-25 19:00:00,-3.7,11.7,Snowboarding,48,1
2024-11-25 20:00:00,18.1,3.6,Ice Skating,87,3
2024-11-25 21:00:00,-19.0,11.8,Snowboarding,184,1
2024-11-25 22:00:00,3.0,2.6,Snowboarding,95,4
2024-11-25 23:00:00,,1.3,Ice Skating,61,3
2024-11-26 00:00:00,-8.2,1.3,Skiing,50,2
2024-11-26 01:00:00,3.6,5.4,Ice Skating,184,3
2024-11-26 02:00:00,-14.8,3.5,Ice Skating,96,5
2024-11-26 03:00:00,,5.4,Skiing,97,2
2024-11-26 04:00:00,-1.2,5.8,Snowboarding,180,3
2024-11-26 05:00:00,3.0,0.1,Ice Skating,46,2
2024-11-26 06:00:00,6.2,0.3,Ice Skating,132,5
2024-11-26 07:00:00,10.7,3.8,Snowboarding,73,5
2024-11-26 08:00:00,-5.7,1.1,Snowboarding,197,1
2024-11-26 09:00:00,6.9,5.0,Skiing,162,5
2024-11-26 10:00:00,-8.4,4.0,Snowboarding,128,5
2024-11-26 11:00:00,4.0,4.4,Ice Skating,159,5
2024-11-26 12:00:00,-2.9,1.8,Snowboarding,180,4
2024-11-26 13:00:00,-0.5,5.1,Snowboarding,133,5
2024-11-26 14:00:00,-0.8,8.8,Skiing,45,1
2024-11-26 15:00:00,-21.0,31.3,Skiing,55,2
2024-11-26 16:00:00,,9.1,Ice Skating,31,4
2024-11-26 17:00:00,-4.0,4.1,Ice Skating,44,2
2024-11-26 18:00:00,-21.9,1.1,Snowboarding,122,2
2024-11-26 19:00:00,3.3,5.7,Ice Skating,184,1
2024-11-26 20:00:00,3.7,13.9,Ice Skating,42,4
2024-11-26 21:00:00,-1.7,1.2,Snowboarding,150,3
2024-11-26 22:00:00,-16.2,1.5,Snowboarding,65,5
2024-11-26 23:00:00,8.8,0.8,Snowboarding,76,2
2024-11-27 00:00:00,15.4,6.7,Skiing,22,2
2024-11-27 01:00:00,-3.5,2.6,Skiing,59,1
2024-11-27 02:00:00,0.1,0.3,Snowboarding,194,1
2024-11-27 03:00:00,-3.0,10.4,Skiing,37,1
2024-11-27 04:00:00,0.3,4.1,Skiing,113,4
2024-11-27 05:00:00,-6.2,2.0,Skiing,107,5
2024-11-27 06:00:00,-5.3,2.1,Ice Skating,105,4
2024-11-27 07:00:00,4.1,1.7,Snowboarding,96,1
2024-11-27 08:00:00,18.5,3.0,Snowboarding,97,1
2024-11-27 09:00:00,,2.1,Ice Skating,161,2
2024-11-27 10:00:00,-6.0,4.0,Skiing,134,4
2024-11-27 11:00:00,-16.8,7.4,Snowboarding,90,4
2024-11-27 12:00:00,10.9,5.6,Skiing,16,5
2024-11-27 13:00:00,-10.9,1.7,Ice Skating,83,4
2024-11-27 14:00:00,-19.4,3.8,Skiing,92,5
2024-11-27 15:00:00,1.4,9.2,Ice Skating,33,3
2024-11-27 16:00:00,12.4,0.4,Ice Skating,146,5
2024-11-27 17:00:00,1.6,0.4,Skiing,123,1
2024-11-27 18:00:00,-3.0,4.1,Skiing,24,3
2024-11-27 19:00:00,-0.9,5.1,Snowboarding,122,2
2024-11-27 20:00:00,9.1,1.2,Ice Skating,193,2
2024-11-27 21:00:00,-13.7,6.8,Skiing,131,2
2024-11-27 22:00:00,-6.1,5.2,Skiing,95,1
2024-11-27 23:00:00,-9.5,12.8,Snowboarding,154,2
2024-11-28 00:00:00,-16.7,0.9,Snowboarding,28,5
2024-11-28 01:00:00,-8.3,7.0,Snowboarding,18,1
2024-11-28 02:00:00,6.1,0.4,Ice Skating,73,4
2024-11-28 03:00:00,0.7,4.2,Snowboarding,194,1
2024-11-28 04:00:00,1.4,4.0,Ice Skating,47,1
2024-11-28 05:00:00,-3.5,2.5,Snowboarding,145,4
2024-11-28 06:00:00,0.2,9.3,Ice Skating,143,5
2024-11-28 07:00:00,-13.0,0.0,Snowboarding,186,3
2024-11-28 08:00:00,-8.1,3.7,Ice Skating,111,4
2024-11-28 09:00:00,-3.1,1.2,Snowboarding,182,1
2024-11-28 10:00:00,-2.2,6.8,Snowboarding,158,2
2024-11-28 11:00:00,-1.8,0.2,Skiing,102,4
2024-11-28 12:00:00,-6.4,8.9,Ice Skating,43,4
2024-11-28 13:00:00,-8.8,9.1,Skiing,149,3
2024-11-28 14:00:00,26.6,8.9,Ice Skating,48,1
2024-11-28 15:00:00,4.1,0.8,Skiing,105,2
2024-11-28 16:00:00,-0.9,5.0,Snowboarding,15,2
2024-11-28 17:00:00,-7.3,0.1,Skiing,90,3
2024-11-28 18:00:00,-9.5,9.4,Snowboarding,41,2
2024-11-28 19:00:00,-6.3,6.4,Ice Skating,197,5
2024-11-28 20:00:00,-2.1,3.8,Snowboarding,145,4
2024-11-28 21:00:00,-23.8,6.6,Skiing,175,4
2024-11-28 22:00:00,-20.7,0.5,Ice Skating,156,2
2024-11-28 23:00:00,-11.4,3.8,Skiing,192,2
2024-11-29 00:00:00,-2.9,1.7,Snowboarding,18,2
2024-11-29 01:00:00,-7.4,18.0,Snowboarding,189,4
2024-11-29 02:00:00,9.8,9.7,Skiing,165,2
2024-11-29 03:00:00,-19.8,6.6,Ice Skating,71,5
2024-11-29 04:00:00,-12.5,13.6,Skiing,185,5
2024-11-29 05:00:00,10.2,2.1,Snowboarding,123,4
2024-11-29 06:00:00,-3.7,11.6,Ice Skating,176,1
2024-11-29 07:00:00,3.8,2.0,Skiing,190,1
2024-11-29 08:00:00,15.5,6.6,Snowboarding,28,1
2024-11-29 09:00:00,,6.7,Ice Skating,42,5
2024-11-29 10:00:00,-6.0,0.1,Skiing,73,3
2024-11-29 11:00:00,-7.7,2.2,Ice Skating,35,1
2024-11-29 12:00:00,-24.5,0.1,Snowboarding,182,3
2024-11-29 13:00:00,-8.1,29.2,Skiing,10,4
2024-11-29 14:00:00,3.8,0.7,Skiing,172,5
2024-11-29 15:00:00,0.4,3.9,Snowboarding,86,1
2024-11-29 16:00:00,1.2,7.8,Snowboarding,112,5
2024-11-29 17:00:00,-8.8,1.1,Snowboarding,105,4
2024-11-29 18:00:00,-11.6,3.3,Skiing,182,5
2024-11-29 19:00:00,7.7,4.7,Snowboarding,85,2
2024-11-29 20:00:00,-10.0,0.9,Skiing,42,1
2024-11-29 21:00:00,-2.1,7.5,Skiing,91,5
2024-11-29 22:00:00,-3.4,1.8,Ice Skating,78,5
2024-11-29 23:00:00,9.6,1.2,Snowboarding,92,5
2024-11-30 00:00:00,4.7,4.1,Snowboarding,168,4
2024-11-30 01:00:00,-18.0,2.6,Ice Skating,115,1
2024-11-30 02:00:00,-16.9,12.6,Skiing,111,1
2024-11-30 03:00:00,0.8,10.6,Skiing,123,2
2024-11-30 04:00:00,-5.6,3.3,Skiing,152,2
2024-11-30 05:00:00,-9.6,2.2,Snowboarding,55,5
2024-11-30 06:00:00,5.2,2.0,Skiing,129,1
2024-11-30 07:00:00,-3.1,1.6,Ice Skating,57,1
2024-11-30 08:00:00,,3.9,Skiing,77,5
2024-11-30 09:00:00,2.8,8.2,Snowboarding,92,3
2024-11-30 10:00:00,-8.8,1.9,Snowboarding,94,1
2024-11-30 11:00:00,10.7,1.1,Skiing,135,5
2024-11-30 12:00:00,-12.9,3.2,Skiing,177,5
2024-11-30 13:00:00,,0.4,Snowboarding,130,3
2024-11-30 14:00:00,9.3,6.0,Skiing,138,2
2024-11-30 15:00:00,-18.8,3.7,Ice Skating,29,5
2024-11-30 16:00:00,-8.4,3.4,Snowboarding,159,1
2024-11-30 17:00:00,6.4,1.8,Skiing,191,2
2024-11-30 18:00:00,6.6,11.8,Skiing,74,2
2024-11-30 19:00:00,-6.7,0.5,Skiing,152,2
2024-11-30 20:00:00,-12.3,10.2,Ice Skating,70,5
2024-11-30 21:00:00,4.6,2.4,Snowboarding,88,1
2024-11-30 22:00:00,6.8,10.6,Ice Skating,23,3
2024-11-30 23:00:00,-16.6,6.5,Skiing,78,4
2024-12-01 00:00:00,-17.0,0.6,Ice Skating,131,4
2024-12-01 01:00:00,-2.7,8.9,Skiing,58,2
2024-12-01 02:00:00,,5.7,Skiing,143,4
2024-12-01 03:00:00,-8.0,0.2,Snowboarding,178,4
2024-12-01 04:00:00,1.8,0.7,Snowboarding,168,5
2024-12-01 05:00:00,-12.1,5.0,Skiing,125,3
2024-12-01 06:00:00,-26.1,5.4,Skiing,99,4
2024-12-01 07:00:00,-9.2,6.9,Skiing,98,3
2024-12-01 08:00:00,,6.4,Snowboarding,188,4
2024-12-01 09:00:00,-7.8,5.4,Snowboarding,196,2
2024-12-01 10:00:00,-16.6,7.3,Skiing,192,2
2024-12-01 11:00:00,,4.3,Snowboarding,126,3
2024-12-01 12:00:00,-10.1,1.5,Skiing,131,3
2024-12-01 13:00:00,4.0,12.2,Ice Skating,186,3
2024-12-01 14:00:00,7.6,0.1,Snowboarding,177,3
2024-12-01 15:00:00,,2.3,Skiing,24,1
2024-12-01 16:00:00,-13.2,6.5,Ice Skating,16,2
2024-12-01 17:00:00,-16.5,2.8,Skiing,199,4
2024-12-01 18:00:00,-0.0,0.1,Ice Skating,63,1
2024-12-01 19:00:00,1.4,0.3,Snowboarding,189,3
2024-12-01 20:00:00,,5.2,Snowboarding,188,4
2024-12-01 21:00:00,-25.1,16.7,Skiing,13,2
2024-12-01 22:00:00,-13.7,4.0,Snowboarding,10,3
2024-12-01 23:00:00,-5.3,3.5,Snowboarding,114,5
2024-12-02 00:00:00,-0.1,1.9,Ice Skating,75,3
2024-12-02 01:00:00,2.7,1.5,Snowboarding,172,4
2024-12-02 02:00:00,-3.6,0.1,Ice Skating,90,2
2024-12-02 03:00:00,-1.7,1.6,Ice Skating,147,3
2024-12-02 04:00:00,-4.2,3.0,Ice Skating,77,2
2024-12-02 05:00:00,1.9,1.1,Snowboarding,111,1
2024-12-02 06:00:00,-1.9,0.5,Skiing,60,5
2024-12-02 07:00:00,-4.3,6.3,Skiing,39,1
2024-12-02 08:00:00,-7.7,11.3,Snowboarding,48,5
2024-12-02 09:00:00,-4.2,13.8,Ice Skating,147,1
2024-12-02 10:00:00,-0.2,4.8,Snowboarding,181,2
2024-12-02 11:00:00,-2.3,0.3,Skiing,169,2
2024-12-02 12:00:00,-1.2,6.8,Ice Skating,181,1
